E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA
0.381	-0.294	0.381	-0.259	0.381	-0.219	0.381	-0.231	0.381	-0.230	0.381	-0.187	0.381	-0.207	0.381	-0.215		
0.381	-0.290	0.381	-0.244	0.381	-0.264	0.381	-0.265	0.381	-0.245	0.381	-0.216	0.381	-0.231	0.381	-0.202		
0.380	-0.270	0.380	-0.207	0.380	-0.245	0.380	-0.259	0.380	-0.205	0.380	-0.221	0.380	-0.254	0.380	-0.230		
0.380	-0.233	0.380	-0.228	0.380	-0.152	0.380	-0.182	0.380	-0.198	0.380	-0.284	0.380	-0.190	0.380	-0.152		
0.379	-0.201	0.379	-0.228	0.379	-0.212	0.379	-0.238	0.379	-0.202	0.379	-0.184	0.379	-0.182	0.379	-0.179		
0.379	-0.202	0.379	-0.267	0.379	-0.262	0.379	-0.270	0.379	-0.250	0.379	-0.179	0.379	-0.264	0.379	-0.181		
0.378	-0.248	0.378	-0.250	0.378	-0.182	0.378	-0.235	0.378	-0.270	0.378	-0.204	0.378	-0.192	0.378	-0.138		
0.378	-0.302	0.378	-0.271	0.378	-0.251	0.378	-0.190	0.378	-0.239	0.378	-0.218	0.378	-0.169	0.378	-0.150		
0.377	-0.314	0.377	-0.262	0.377	-0.213	0.377	-0.225	0.377	-0.278	0.377	-0.208	0.377	-0.162	0.377	-0.230		
0.377	-0.238	0.377	-0.241	0.377	-0.216	0.377	-0.162	0.377	-0.227	0.377	-0.212	0.377	-0.156	0.377	-0.251		
0.376	-0.294	0.376	-0.248	0.376	-0.231	0.376	-0.204	0.376	-0.225	0.376	-0.245	0.376	-0.187	0.376	-0.222		
0.376	-0.221	0.376	-0.182	0.376	-0.244	0.376	-0.230	0.376	-0.190	0.376	-0.195	0.376	-0.261	0.376	-0.215		
0.375	-0.262	0.375	-0.175	0.375	-0.284	0.375	-0.228	0.375	-0.198	0.375	-0.149	0.375	-0.242	0.375	-0.170		
0.375	-0.285	0.375	-0.224	0.375	-0.254	0.375	-0.235	0.375	-0.201	0.375	-0.152	0.375	-0.254	0.375	-0.176		
0.374	-0.190	0.374	-0.239	0.374	-0.198	0.374	-0.173	0.374	-0.221	0.374	-0.225	0.374	-0.216	0.374	-0.150		
0.373	-0.190	0.373	-0.253	0.373	-0.213	0.373	-0.037	0.373	-0.179	0.373	-0.201	0.373	-0.205	0.373	-0.195		
0.373	-0.184	0.373	-0.187	0.373	-0.261	0.373	-0.208	0.373	-0.155	0.373	-0.239	0.373	-0.158	0.373	-0.241		
0.372	-0.259	0.372	-0.176	0.372	-0.204	0.372	-0.184	0.372	-0.213	0.372	-0.273	0.372	-0.216	0.372	-0.241		
0.372	-0.228	0.372	-0.204	0.372	-0.233	0.372	-0.182	0.372	-0.262	0.372	-0.166	0.372	-0.204	0.372	-0.169		
0.371	-0.261	0.371	-0.274	0.371	-0.242	0.371	-0.268	0.371	-0.176	0.371	-0.164	0.371	-0.162	0.371	-0.189		
0.371	-0.201	0.371	-0.208	0.371	-0.273	0.371	-0.238	0.371	-0.169	0.371	-0.219	0.371	-0.193	0.371	-0.224		
0.370	-0.221	0.370	-0.274	0.370	-0.231	0.370	-0.178	0.370	-0.238	0.370	-0.236	0.370	-0.184	0.370	-0.166		
0.370	-0.190	0.370	-0.314	0.370	-0.198	0.370	-0.167	0.370	-0.245	0.370	-0.182	0.370	-0.150	0.370	-0.166		
0.369	-0.221	0.369	-0.222	0.369	-0.215	0.369	-0.233	0.369	-0.185	0.369	-0.173	0.369	-0.227	0.369	-0.218		
0.369	-0.184	0.369	-0.169	0.369	-0.192	0.369	-0.199	0.369	-0.192	0.369	-0.216	0.369	-0.251	0.369	-0.227		
0.368	-0.189	0.368	-0.135	0.368	-0.176	0.368	-0.202	0.368	-0.238	0.368	-0.233	0.368	-0.189	0.368	-0.245		
0.368	-0.124	0.368	-0.207	0.368	-0.166	0.368	-0.173	0.368	-0.241	0.368	-0.143	0.368	-0.155	0.368	-0.207		
0.367	-0.213	0.367	-0.204	0.367	-0.247	0.367	-0.247	0.367	-0.259	0.367	-0.166	0.367	-0.173	0.367	-0.204		
0.367	-0.228	0.367	-0.199	0.367	-0.241	0.367	-0.239	0.367	-0.179	0.367	-0.195	0.367	-0.147	0.367	-0.170		
0.366	-0.241	0.366	-0.259	0.366	-0.247	0.366	-0.241	0.366	-0.173	0.366	-0.222	0.366	-0.236	0.366	-0.135		
0.366	-0.254	0.366	-0.210	0.366	-0.282	0.366	-0.250	0.366	-0.150	0.366	-0.198	0.366	-0.126	0.366	-0.136		
0.365	-0.181	0.365	-0.202	0.365	-0.204	0.365	-0.201	0.365	-0.212	0.365	-0.153	0.365	-0.166	0.365	-0.144		
0.365	-0.136	0.365	-0.182	0.365	-0.202	0.365	-0.201	0.365	-0.198	0.365	-0.202	0.365	-0.135	0.365	-0.204		
0.364	-0.173	0.364	-0.199	0.364	-0.189	0.364	-0.173	0.364	-0.126	0.364	-0.170	0.364	-0.152	0.364	-0.199		
0.364	-0.216	0.364	-0.241	0.364	-0.218	0.364	-0.193	0.364	-0.135	0.364	-0.110	0.364	-0.201	0.364	-0.153		
0.363	-0.227	0.363	-0.224	0.363	-0.261	0.363	-0.181	0.363	-0.196	0.363	-0.146	0.363	-0.196	0.363	-0.235		
0.363	-0.147	0.363	-0.193	0.363	-0.198	0.363	-0.173	0.363	-0.238	0.363	-0.212	0.363	-0.132	0.363	-0.221		
0.362	-0.253	0.362	-0.227	0.362	-0.241	0.362	-0.181	0.362	-0.258	0.362	-0.264	0.362	-0.175	0.362	-0.175		
0.362	-0.216	0.362	-0.235	0.362	-0.245	0.362	-0.184	0.362	-0.215	0.362	-0.213	0.362	-0.159	0.362	-0.185		
0.361	-0.215	0.361	-0.205	0.361	-0.212	0.361	-0.179	0.361	-0.118	0.361	-0.201	0.361	-0.233	0.361	-0.178		
0.361	-0.274	0.361	-0.238	0.361	-0.215	0.361	-0.236	0.361	-0.176	0.361	-0.196	0.361	-0.251	0.361	-0.228		
0.360	-0.254	0.360	-0.227	0.360	-0.221	0.360	-0.216	0.360	-0.195	0.360	-0.224	0.360	-0.225	0.360	-0.218		
0.360	-0.208	0.360	-0.184	0.360	-0.241	0.360	-0.236	0.360	-0.205	0.360	-0.161	0.360	-0.198	0.360	-0.218		
0.359	-0.242	0.359	-0.149	0.359	-0.205	0.359	-0.251	0.359	-0.204	0.359	-0.155	0.359	-0.189	0.359	-0.193		
0.359	-0.204	0.359	-0.143	0.359	-0.235	0.359	-0.231	0.359	-0.190	0.359	-0.231	0.359	-0.147	0.359	-0.135		
0.358	-0.196	0.358	-0.202	0.358	-0.227	0.358	-0.207	0.358	-0.155	0.358	-0.129	0.358	-0.150	0.358	-0.170		
0.358	-0.159	0.358	-0.213	0.358	-0.215	0.358	-0.179	0.358	-0.204	0.358	-0.178	0.358	-0.195	0.358	-0.215		
0.357	-0.224	0.357	-0.178	0.357	-0.178	0.357	-0.199	0.357	-0.155	0.357	-0.139	0.357	-0.161	0.357	-0.162		
0.357	-0.236	0.357	-0.218	0.357	-0.153	0.357	-0.195	0.357	-0.179	0.357	-0.205	0.357	-0.213	0.357	-0.153		
0.356	-0.156	0.356	-0.239	0.356	-0.143	0.356	-0.152	0.356	-0.166	0.356	-0.156	0.356	-0.178	0.356	-0.175		
0.356	-0.215	0.356	-0.170	0.356	-0.195	0.356	-0.172	0.356	-0.215	0.356	-0.225	0.356	-0.138	0.356	-0.162		
0.355	-0.215	0.355	-0.127	0.355	-0.213	0.355	-0.166	0.355	-0.182	0.355	-0.225	0.355	-0.113	0.355	-0.162		
0.355	-0.254	0.355	-0.129	0.355	-0.179	0.355	-0.225	0.355	-0.139	0.355	-0.158	0.355	-0.166	0.355	-0.185		
0.354	-0.227	0.354	-0.167	0.354	-0.221	0.354	-0.176	0.354	-0.181	0.354	-0.152	0.354	-0.156	0.354	-0.161		
0.354	-0.162	0.354	-0.185	0.354	-0.202	0.354	-0.195	0.354	-0.153	0.354	-0.184	0.354	-0.224	0.354	-0.196		
0.353	-0.133	0.353	-0.213	0.353	-0.173	0.353	-0.095	0.353	-0.123	0.353	-0.176	0.353	-0.238	0.353	-0.202		
0.353	-0.136	0.353	-0.227	0.353	-0.132	0.353	-0.123	0.353	-0.184	0.353	-0.144	0.353	-0.215	0.353	-0.126		
0.352	-0.146	0.352	-0.127	0.352	-0.221	0.352	-0.187	0.352	-0.233	0.352	-0.136	0.352	-0.216	0.352	-0.192		
0.352	-0.155	0.352	-0.156	0.352	-0.241	0.352	-0.213	0.352	-0.204	0.352	-0.172	0.352	-0.195	0.352	-0.190		
0.351	-0.158	0.351	-0.193	0.351	-0.216	0.351	-0.233	0.351	-0.141	0.351	-0.161	0.351	-0.261	0.351	-0.201		
0.351	-0.204	0.351	-0.126	0.351	-0.159	0.351	-0.189	0.351	-0.130	0.351	-0.159	0.351	-0.207	0.351	-0.199		
0.350	-0.225	0.350	-0.167	0.350	-0.132	0.350	-0.210	0.350	-0.176	0.350	-0.164	0.350	-0.176	0.350	-0.153		
0.350	-0.205	0.350	-0.221	0.350	-0.156	0.350	-0.192	0.350	-0.189	0.350	-0.144	0.350	-0.172	0.350	-0.129		
0.349	-0.185	0.349	-0.181	0.349	-0.231	0.349	-0.166	0.349	-0.130	0.349	-0.205	0.349	-0.155	0.349	-0.129		
0.349	-0.192	0.349	-0.170	0.349	-0.173	0.349	-0.190	0.349	-0.156	0.349	-0.167	0.349	-0.178	0.349	-0.184		
0.348	-0.213	0.348	-0.118	0.348	-0.169	0.348	-0.208	0.348	-0.150	0.348	-0.198	0.348	-0.159	0.348	-0.156		
0.348	-0.159	0.348	-0.143	0.348	-0.162	0.348	-0.190	0.348	-0.181	0.348	-0.126	0.348	-0.146	0.348	-0.190		
0.347	-0.136	0.347	-0.159	0.347	-0.167	0.347	-0.136	0.347	-0.201	0.347	-0.147	0.347	-0.207	0.347	-0.190		
0.347	-0.153	0.347	-0.210	0.347	-0.156	0.347	-0.126	0.347	-0.143	0.347	-0.164	0.347	-0.187	0.347	-0.175		
0.346	-0.202	0.346	-0.162	0.346	-0.184	0.346	-0.109	0.346	-0.143	0.346	-0.175	0.346	-0.155	0.346	-0.118		
0.346	-0.221	0.346	-0.136	0.346	-0.222	0.346	-0.130	0.346	-0.153	0.346	-0.169	0.346	-0.143	0.346	-0.127		
0.345	-0.205	0.345	-0.150	0.345	-0.239	0.345	-0.127	0.345	-0.156	0.345	-0.166	0.345	-0.127	0.345	-0.156		
0.345	-0.141	0.345	-0.156	0.345	-0.161	0.345	-0.170	0.345	-0.166	0.345	-0.173	0.345	-0.178	0.345	-0.124		
0.344	-0.161	0.344	-0.199	0.344	-0.190	0.344	-0.169	0.344	-0.179	0.344	-0.159	0.344	-0.212	0.344	-0.092		
0.344	-0.159	0.344	-0.213	0.344	-0.178	0.344	-0.189	0.344	-0.179	0.344	-0.150	0.344	-0.204	0.344	-0.155		
0.344	-0.175	0.344	-0.179	0.344	-0.144	0.344	-0.156	0.344	-0.166	0.344	-0.198	0.344	-0.195	0.344	-0.185		
0.343	-0.192	0.343	-0.153	0.343	-0.162	0.343	-0.152	0.343	-0.190	0.343	-0.182	0.343	-0.107	0.343	-0.158		
0.343	-0.250	0.343	-0.199	0.343	-0.212	0.343	-0.153	0.343	-0.201	0.343	-0.175	0.343	-0.195	0.343	-0.161		
0.342	-0.189	0.342	-0.126	0.342	-0.146	0.342	-0.170	0.342	-0.204	0.342	-0.124	0.342	-0.202	0.342	-0.124		
0.342	-0.239	0.342	-0.116	0.342	-0.123	0.342	-0.149	0.342	-0.185	0.342	-0.152	0.342	-0.162	0.342	-0.196		
0.341	-0.143	0.341	-0.129	0.341	-0.150	0.341	-0.196	0.341	-0.113	0.341	-0.210	0.341	-0.176	0.341	-0.184		
0.341	-0.127	0.341	-0.164	0.341	-0.170	0.341	-0.130	0.341	-0.189	0.341	-0.204	0.341	-0.204	0.341	-0.153		
0.340	-0.152	0.340	-0.162	0.340	-0.129	0.340	-0.132	0.340	-0.208	0.340	-0.164	0.340	-0.198	0.340	-0.189		
0.340	-0.201	0.340	-0.087	0.340	-0.192	0.340	-0.150	0.340	-0.179	0.340	-0.166	0.340	-0.176	0.340	-0.143		
0.339	-0.143	0.339	-0.095	0.339	-0.202	0.339	-0.179	0.339	-0.196	0.339	-0.204	0.339	-0.149	0.339	-0.143		
0.339	-0.179	0.339	-0.103	0.339	-0.208	0.339	-0.195	0.339	-0.113	0.339	-0.164	0.339	-0.161	0.339	-0.127		
0.338	-0.208	0.338	-0.136	0.338	-0.152	0.338	-0.133	0.338	-0.153	0.338	-0.138	0.338	-0.167	0.338	-0.205		
0.338	-0.198	0.338	-0.144	0.338	-0.147	0.338	-0.173	0.338	-0.207	0.338	-0.112	0.338	-0.202	0.338	-0.204		
0.337	-0.176	0.337	-0.162	0.337	-0.153	0.337	-0.202	0.337	-0.161	0.337	-0.146	0.337	-0.189	0.337	-0.187		
0.337	-0.204	0.337	-0.152	0.337	-0.228	0.337	-0.195	0.337	-0.109	0.337	-0.146	0.337	-0.172	0.337	-0.136		
0.336	-0.162	0.336	-0.155	0.336	-0.190	0.336	-0.182	0.336	-0.093	0.336	-0.190	0.336	-0.149	0.336	-0.132		
0.336	-0.136	0.336	-0.098	0.336	-0.215	0.336	-0.138	0.336	-0.107	0.336	-0.116	0.336	-0.149	0.336	-0.153		
0.335	-0.113	0.335	-0.101	0.335	-0.202	0.335	-0.090	0.335	-0.162	0.335	-0.127	0.335	-0.201	0.335	-0.205		
0.335	-0.115	0.335	-0.153	0.335	-0.193	0.335	-0.156	0.335	-0.199	0.335	-0.156	0.335	-0.139	0.335	-0.124		
0.334	-0.195	0.334	-0.169	0.334	-0.190	0.334	-0.199	0.334	-0.135	0.334	-0.192	0.334	-0.136	0.334	-0.118		
0.334	-0.204	0.334	-0.132	0.334	-0.152	0.334	-0.120	0.334	-0.129	0.334	-0.164	0.334	-0.130	0.334	-0.149		
0.333	-0.198	0.333	-0.155	0.333	-0.124	0.333	-0.109	0.333	-0.138	0.333	-0.146	0.333	-0.146	0.333	-0.167		
0.333	-0.166	0.333	-0.175	0.333	-0.170	0.333	-0.124	0.333	-0.195	0.333	-0.110	0.333	-0.192	0.333	-0.170		
0.332	-0.196	0.332	-0.176	0.332	-0.193	0.332	-0.129	0.332	-0.167	0.332	-0.152	0.332	-0.213	0.332	-0.118		
0.332	-0.198	0.332	-0.162	0.332	-0.135	0.332	-0.130	0.332	-0.100	0.332	-0.190	0.332	-0.149	0.332	-0.176		
0.331	-0.152	0.331	-0.153	0.331	-0.127	0.331	-0.150	0.331	-0.115	0.331	-0.173	0.331	-0.126	0.331	-0.161		
0.331	-0.127	0.331	-0.161	0.331	-0.178	0.331	-0.176	0.331	-0.181	0.331	-0.195	0.331	-0.162	0.331	-0.129		
0.330	-0.210	0.330	-0.176	0.330	-0.172	0.330	-0.201	0.330	-0.158	0.330	-0.170	0.330	-0.161	0.330	-0.115		
0.330	-0.161	0.330	-0.173	0.330	-0.161	0.330	-0.152	0.330	-0.118	0.330	-0.149	0.330	-0.167	0.330	-0.097		
0.329	-0.196	0.329	-0.161	0.329	-0.127	0.329	-0.092	0.329	-0.133	0.329	-0.159	0.329	-0.198	0.329	-0.121		
0.329	-0.149	0.329	-0.158	0.329	-0.169	0.329	-0.143	0.329	-0.136	0.329	-0.139	0.329	-0.147	0.329	-0.198		
0.328	-0.144	0.328	-0.216	0.328	-0.208	0.328	-0.093	0.328	-0.169	0.328	-0.159	0.328	-0.127	0.328	-0.182		
0.328	-0.150	0.328	-0.181	0.328	-0.159	0.328	-0.139	0.328	-0.173	0.328	-0.176	0.328	-0.120	0.328	-0.147		
0.327	-0.106	0.327	-0.184	0.327	-0.120	0.327	-0.146	0.327	-0.161	0.327	-0.169	0.327	-0.146	0.327	-0.123		
0.327	-0.164	0.327	-0.139	0.327	-0.135	0.327	-0.193	0.327	-0.126	0.327	-0.190	0.327	-0.185	0.327	-0.161		
0.326	-0.136	0.326	-0.120	0.326	-0.170	0.326	-0.166	0.326	-0.178	0.326	-0.124	0.326	-0.166	0.326	-0.139		
0.326	-0.144	0.326	-0.120	0.326	-0.193	0.326	-0.166	0.326	-0.184	0.326	-0.130	0.326	-0.193	0.326	-0.159		
0.325	-0.127	0.325	-0.098	0.325	-0.204	0.325	-0.121	0.325	-0.152	0.325	-0.113	0.325	-0.212	0.325	-0.141		
0.325	-0.120	0.325	-0.159	0.325	-0.155	0.325	-0.152	0.325	-0.113	0.325	-0.090	0.325	-0.210	0.325	-0.138		
0.324	-0.170	0.324	-0.138	0.324	-0.202	0.324	-0.141	0.324	-0.172	0.324	-0.133	0.324	-0.143	0.324	-0.149		
0.324	-0.155	0.324	-0.159	0.324	-0.182	0.324	-0.169	0.324	-0.133	0.324	-0.135	0.324	-0.121	0.324	-0.129		
0.323	-0.139	0.323	-0.155	0.323	-0.149	0.323	-0.198	0.323	-0.167	0.323	-0.098	0.323	-0.129	0.323	-0.116		
0.323	-0.159	0.323	-0.149	0.323	-0.172	0.323	-0.135	0.323	-0.132	0.323	-0.184	0.323	-0.129	0.323	-0.167		
0.322	-0.120	0.322	-0.127	0.322	-0.156	0.322	-0.101	0.322	-0.127	0.322	-0.172	0.322	-0.109	0.322	-0.118		
0.322	-0.141	0.322	-0.118	0.322	-0.182	0.322	-0.112	0.322	-0.170	0.322	-0.193	0.322	-0.167	0.322	-0.133		
0.321	-0.152	0.321	-0.112	0.321	-0.153	0.321	-0.107	0.321	-0.169	0.321	-0.152	0.321	-0.198	0.321	-0.144		
0.321	-0.167	0.321	-0.127	0.321	-0.178	0.321	-0.126	0.321	-0.133	0.321	-0.092	0.321	-0.176	0.321	-0.176		
0.320	-0.185	0.320	-0.178	0.320	-0.156	0.320	-0.132	0.320	-0.144	0.320	-0.116	0.320	-0.193	0.320	-0.155		
0.320	-0.198	0.320	-0.201	0.320	-0.207	0.320	-0.196	0.320	-0.193	0.320	-0.158	0.320	-0.106	0.320	-0.144		
0.319	-0.166	0.319	-0.161	0.319	-0.169	0.319	-0.143	0.319	-0.127	0.319	-0.178	0.319	-0.144	0.319	-0.100		
0.319	-0.202	0.319	-0.126	0.319	-0.205	0.319	-0.149	0.319	-0.093	0.319	-0.153	0.319	-0.147	0.319	-0.120		
0.318	-0.189	0.318	-0.124	0.318	-0.166	0.318	-0.115	0.318	-0.120	0.318	-0.185	0.318	-0.178	0.318	-0.113		
0.318	-0.176	0.318	-0.110	0.318	-0.198	0.318	-0.130	0.318	-0.124	0.318	-0.159	0.318	-0.146	0.318	-0.130		
0.317	-0.195	0.317	-0.144	0.317	-0.143	0.317	-0.155	0.317	-0.187	0.317	-0.190	0.317	-0.150	0.317	-0.141		
0.317	-0.158	0.317	-0.138	0.317	-0.143	0.317	-0.193	0.317	-0.121	0.317	-0.141	0.317	-0.129	0.317	-0.158		
0.316	-0.149	0.316	-0.152	0.316	-0.120	0.316	-0.138	0.316	-0.138	0.316	-0.130	0.316	-0.141	0.316	-0.184		
0.316	-0.113	0.316	-0.139	0.316	-0.075	0.316	-0.093	0.316	-0.112	0.316	-0.116	0.316	-0.139	0.316	-0.155		
0.315	-0.144	0.315	-0.109	0.315	-0.070	0.315	-0.112	0.315	-0.135	0.315	-0.113	0.315	-0.123	0.315	-0.126		
0.315	-0.149	0.315	-0.130	0.315	-0.103	0.315	-0.090	0.315	-0.123	0.315	-0.136	0.315	-0.158	0.315	-0.149		
0.314	-0.133	0.314	-0.143	0.314	-0.178	0.314	-0.118	0.314	-0.172	0.314	-0.167	0.314	-0.182	0.314	-0.204		
0.314	-0.147	0.314	-0.118	0.314	-0.190	0.314	-0.141	0.314	-0.149	0.314	-0.115	0.314	-0.166	0.314	-0.124		
0.313	-0.179	0.313	-0.162	0.313	-0.100	0.313	-0.166	0.313	-0.178	0.313	-0.159	0.313	-0.158	0.313	-0.143		
0.313	-0.139	0.313	-0.115	0.313	-0.107	0.313	-0.139	0.313	-0.121	0.313	-0.158	0.313	-0.127	0.313	-0.167		
0.312	-0.141	0.312	-0.126	0.312	-0.152	0.312	-0.120	0.312	-0.127	0.312	-0.138	0.312	-0.115	0.312	-0.147		
0.311	-0.181	0.311	-0.106	0.311	-0.150	0.311	-0.100	0.311	-0.135	0.311	-0.155	0.311	-0.118	0.311	-0.095		
0.311	-0.098	0.311	-0.095	0.311	-0.190	0.311	-0.109	0.311	-0.135	0.311	-0.162	0.311	-0.103	0.311	-0.092		
0.310	-0.133	0.310	-0.095	0.310	-0.167	0.310	-0.129	0.310	-0.167	0.310	-0.147	0.310	-0.100	0.310	-0.093		
0.310	-0.173	0.310	-0.101	0.310	-0.172	0.310	-0.181	0.310	-0.175	0.310	-0.124	0.310	-0.176	0.310	-0.115		
0.309	-0.178	0.309	-0.127	0.309	-0.101	0.309	-0.164	0.309	-0.161	0.309	-0.166	0.309	-0.172	0.309	-0.086		
0.309	-0.155	0.309	-0.086	0.309	-0.093	0.309	-0.164	0.309	-0.153	0.309	-0.173	0.309	-0.141	0.309	-0.126		
0.308	-0.162	0.308	-0.095	0.308	-0.115	0.308	-0.139	0.308	-0.093	0.308	-0.162	0.308	-0.107	0.308	-0.132		
0.308	-0.170	0.308	-0.152	0.308	-0.120	0.308	-0.116	0.308	-0.144	0.308	-0.158	0.308	-0.124	0.308	-0.170		
0.307	-0.176	0.307	-0.144	0.307	-0.132	0.307	-0.120	0.307	-0.121	0.307	-0.185	0.307	-0.098	0.307	-0.143		
0.307	-0.144	0.307	-0.135	0.307	-0.133	0.307	-0.087	0.307	-0.144	0.307	-0.118	0.307	-0.124	0.307	-0.100		
0.306	-0.144	0.306	-0.121	0.306	-0.169	0.306	-0.138	0.306	-0.130	0.306	-0.132	0.306	-0.141	0.306	-0.107		
0.306	-0.138	0.306	-0.097	0.306	-0.132	0.306	-0.161	0.306	-0.139	0.306	-0.139	0.306	-0.150	0.306	-0.121		
0.305	-0.161	0.305	-0.104	0.305	-0.109	0.305	-0.155	0.305	-0.153	0.305	-0.138	0.305	-0.126	0.305	-0.141		
0.305	-0.164	0.305	-0.126	0.305	-0.176	0.305	-0.169	0.305	-0.155	0.305	-0.110	0.305	-0.106	0.305	-0.120		
0.304	-0.132	0.304	-0.133	0.304	-0.144	0.304	-0.176	0.304	-0.101	0.304	-0.136	0.304	-0.143	0.304	-0.100		
0.304	-0.129	0.304	-0.130	0.304	-0.147	0.304	-0.155	0.304	-0.161	0.304	-0.164	0.304	-0.162	0.304	-0.146		
0.303	-0.101	0.303	-0.104	0.303	-0.139	0.303	-0.112	0.303	-0.172	0.303	-0.139	0.303	-0.149	0.303	-0.150		
0.303	-0.112	0.303	-0.100	0.303	-0.132	0.303	-0.112	0.303	-0.146	0.303	-0.139	0.303	-0.110	0.303	-0.112		
0.302	-0.173	0.302	-0.152	0.302	-0.199	0.302	-0.158	0.302	-0.130	0.302	-0.129	0.302	-0.179	0.302	-0.127		
0.302	-0.187	0.302	-0.170	0.302	-0.156	0.302	-0.149	0.302	-0.106	0.302	-0.120	0.302	-0.155	0.302	-0.109		
0.301	-0.144	0.301	-0.155	0.301	-0.095	0.301	-0.135	0.301	-0.107	0.301	-0.101	0.301	-0.164	0.301	-0.147		
0.301	-0.132	0.301	-0.149	0.301	-0.095	0.301	-0.178	0.301	-0.112	0.301	-0.120	0.301	-0.176	0.301	-0.123		
0.300	-0.115	0.300	-0.110	0.300	-0.133	0.300	-0.153	0.300	-0.158	0.300	-0.123	0.300	-0.124	0.300	-0.124		
0.300	-0.097	0.300	-0.118	0.300	-0.123	0.300	-0.155	0.300	-0.172	0.300	-0.109	0.300	-0.095	0.300	-0.133		
0.299	-0.123	0.299	-0.120	0.299	-0.109	0.299	-0.129	0.299	-0.179	0.299	-0.149	0.299	-0.136	0.299	-0.153		
0.299	-0.146	0.299	-0.113	0.299	-0.118	0.299	-0.113	0.299	-0.129	0.299	-0.164	0.299	-0.170	0.299	-0.156		
0.298	-0.176	0.298	-0.113	0.298	-0.107	0.298	-0.115	0.298	-0.101	0.298	-0.124	0.298	-0.169	0.298	-0.106		
0.298	-0.164	0.298	-0.123	0.298	-0.139	0.298	-0.139	0.298	-0.081	0.298	-0.172	0.298	-0.159	0.298	-0.182		
0.297	-0.176	0.297	-0.104	0.297	-0.129	0.297	-0.167	0.297	-0.120	0.297	-0.127	0.297	-0.116	0.297	-0.149		
0.297	-0.138	0.297	-0.100	0.297	-0.116	0.297	-0.152	0.297	-0.179	0.297	-0.107	0.297	-0.100	0.297	-0.112		
0.296	-0.104	0.296	-0.107	0.296	-0.159	0.296	-0.143	0.296	-0.133	0.296	-0.106	0.296	-0.129	0.296	-0.135		
0.296	-0.107	0.296	-0.093	0.296	-0.178	0.296	-0.092	0.296	-0.178	0.296	-0.153	0.296	-0.150	0.296	-0.166		
0.295	-0.141	0.295	-0.100	0.295	-0.182	0.295	-0.116	0.295	-0.136	0.295	-0.190	0.295	-0.150	0.295	-0.156		
0.295	-0.150	0.295	-0.112	0.295	-0.173	0.295	-0.135	0.295	-0.107	0.295	-0.143	0.295	-0.179	0.295	-0.155		
0.294	-0.139	0.294	-0.107	0.294	-0.179	0.294	-0.129	0.294	-0.106	0.294	-0.121	0.294	-0.173	0.294	-0.143		
0.294	-0.126	0.294	-0.147	0.294	-0.133	0.294	-0.109	0.294	-0.101	0.294	-0.159	0.294	-0.123	0.294	-0.110		
0.293	-0.116	0.293	-0.092	0.293	-0.081	0.293	-0.152	0.293	-0.173	0.293	-0.144	0.293	-0.110	0.293	-0.123		
0.293	-0.149	0.293	-0.127	0.293	-0.153	0.293	-0.152	0.293	-0.146	0.293	-0.113	0.293	-0.109	0.293	-0.097		
0.292	-0.156	0.292	-0.109	0.292	-0.152	0.292	-0.120	0.292	-0.130	0.292	-0.153	0.292	-0.173	0.292	-0.129		
0.292	-0.113	0.292	-0.116	0.292	-0.153	0.292	-0.129	0.292	-0.103	0.292	-0.181	0.292	-0.159	0.292	-0.133		
0.291	-0.087	0.291	-0.146	0.291	-0.106	0.291	-0.147	0.291	-0.126	0.291	-0.127	0.291	-0.132	0.291	-0.143		
0.291	-0.072	0.291	-0.138	0.291	-0.124	0.291	-0.144	0.291	-0.138	0.291	-0.133	0.291	-0.126	0.291	-0.143		
0.290	-0.104	0.290	-0.147	0.290	-0.181	0.290	-0.135	0.290	-0.162	0.290	-0.116	0.290	-0.107	0.290	-0.146		
0.290	-0.092	0.290	-0.130	0.290	-0.146	0.290	-0.129	0.290	-0.095	0.290	-0.172	0.290	-0.139	0.290	-0.139		
0.289	-0.138	0.289	-0.127	0.289	-0.112	0.289	-0.116	0.289	-0.084	0.289	-0.101	0.289	-0.159	0.289	-0.121		
0.289	-0.153	0.289	-0.127	0.289	-0.110	0.289	-0.095	0.289	-0.129	0.289	-0.143	0.289	-0.141	0.289	-0.139		
0.288	-0.158	0.288	-0.144	0.288	-0.133	0.288	-0.129	0.288	-0.147	0.288	-0.175	0.288	-0.104	0.288	-0.150		
0.288	-0.138	0.288	-0.146	0.288	-0.162	0.288	-0.156	0.288	-0.110	0.288	-0.169	0.288	-0.132	0.288	-0.126		
0.287	-0.121	0.287	-0.182	0.287	-0.136	0.287	-0.110	0.287	-0.146	0.287	-0.124	0.287	-0.161	0.287	-0.106		
0.287	-0.159	0.287	-0.124	0.287	-0.133	0.287	-0.083	0.287	-0.136	0.287	-0.161	0.287	-0.169	0.287	-0.098		
0.286	-0.143	0.286	-0.087	0.286	-0.153	0.286	-0.143	0.286	-0.110	0.286	-0.155	0.286	-0.120	0.286	-0.144		
